Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,DayOfWeek,Month,ActivityLevel,Steps_Normalized,VeryActive_Normalized,ActivityScore
1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819,Friday,March,Active,0.3055054276909409,0.15714285714285714,0.23132414241689903
1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154,Saturday,March,Active,0.48888086843055056,0.4238095238095238,0.4563451961200372
1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944,Sunday,March,Active,0.35359116022099446,0.26666666666666666,0.31012891344383053
1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932,Monday,March,Active,0.3673339071045837,0.18571428571428572,0.2765240964094347
1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886,Tuesday,March,Active,0.33429578833393486,0.13333333333333333,0.2338145608336341
1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820,Wednesday,March,Active,0.30456148144035095,0.14285714285714285,0.2237093121487469
1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889,Thursday,March,Active,0.34026486021266555,0.15714285714285714,0.24870385867776135
1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868,Friday,April,Active,0.3404314389627697,0.22380952380952382,0.28212048138614676
1503960366,2016-04-02,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843,Saturday,April,Active,0.3122796301951748,0.19047619047619047,0.25137791033568263
1503960366,2016-04-03,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850,Sunday,April,Active,0.27807546017379714,0.07142857142857142,0.17475201580118427
1503960366,2016-04-04,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030,Monday,April,Active,0.4041478108775924,0.20476190476190476,0.30445485781974857
1503960366,2016-04-05,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083,Tuesday,April,Active,0.4121158277575724,0.17142857142857143,0.2917721995930719
1503960366,2016-04-06,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861,Wednesday,April,Active,0.3324356589577723,0.12857142857142856,0.23050354376460042
1503960366,2016-04-07,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755,Thursday,April,Active,0.2831283489269552,0.08095238095238096,0.18204036493966808
1503960366,2016-04-08,12521,7.94000005722046,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46,22,212,1160,1895,Friday,April,Active,0.3476220883422638,0.21904761904761905,0.28333485369494144
1503960366,2016-04-09,12432,8.10000038146973,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32,15,248,738,1883,Saturday,April,Active,0.3451511702157195,0.1523809523809524,0.24876606129833595
1503960366,2016-04-10,10057,6.98000001907349,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44,13,168,737,1755,Sunday,April,Active,0.27921374829950857,0.20952380952380953,0.24436877891165903
1503960366,2016-04-11,10990,7.26000022888184,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26,14,216,855,1811,Monday,April,Active,0.305116743940698,0.12380952380952381,0.2144631338751109
1503960366,2016-04-12,224,0.140000000596046,0.140000000596046,0.0,0.0,0.0,0.129999995231628,0.0,0,0,9,32,50,Tuesday,April,Sedentary,0.006218940003886837,0.0,0.0031094700019434185
1624580081,2016-03-25,1810,1.17999994754791,1.17999994754791,0.0,0.0,0.0,1.12999999523163,0.0099999997764825,0,0,121,1319,1373,Friday,March,Sedentary,0.05025125628140704,0.0,0.02512562814070352
1624580081,2016-03-26,815,0.529999971389771,0.529999971389771,0.0,0.0,0.0,0.529999971389771,0.0,0,0,47,1393,1264,Saturday,March,Sedentary,0.022626946889141842,0.0,0.011313473444570921
1624580081,2016-03-27,1985,1.28999996185303,1.28999996185303,0.0,0.0,0.0,1.27999997138977,0.0099999997764825,0,0,112,1328,1350,Sunday,March,Sedentary,0.055109803159443624,0.0,0.027554901579721812
1624580081,2016-03-28,1905,1.24000000953674,1.24000000953674,0.0,0.0,0.0,1.24000000953674,0.0,0,0,95,1345,1342,Monday,March,Sedentary,0.05288875315805547,0.0,0.026444376579027734
1624580081,2016-03-29,1552,1.00999999046326,1.00999999046326,0.0,0.0,0.0,1.0,0.0,0,0,66,1374,1300,Tuesday,March,Sedentary,0.04308837002693023,0.0,0.021544185013465115
1624580081,2016-03-30,1675,1.0900000333786,1.0900000333786,0.0,0.0,0.0,1.0900000333786,0.0,0,0,84,1356,1313,Wednesday,March,Sedentary,0.04650323440406452,0.0,0.02325161720203226
1624580081,2016-03-31,4506,2.9300000667572,2.9300000667572,0.0,0.509999990463257,0.270000010728836,2.15000009536743,0.0099999997764825,7,4,144,1285,1498,Thursday,March,Sedentary,0.1251006413281879,0.03333333333333333,0.07921698733076062
1624580081,2016-04-01,9218,5.98999977111816,5.98999977111816,0.0,0.0,0.0,5.96999979019165,0.0099999997764825,0,0,221,1219,1541,Friday,April,Moderately Active,0.2559204864099503,0.0,0.12796024320497515
1624580081,2016-04-02,1556,1.00999999046326,1.00999999046326,0.0,0.0,0.0,1.00999999046326,0.0099999997764825,0,0,88,1352,1327,Saturday,April,Sedentary,0.04319942252699964,0.0,0.02159971126349982
1624580081,2016-04-03,2910,1.88999998569489,1.88999998569489,0.0,0.0,0.0,1.87999999523163,0.0099999997764825,0,0,157,1283,1452,Sunday,April,Sedentary,0.08079069380049418,0.0,0.04039534690024709
1624580081,2016-04-04,18464,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0,0,270,1170,1574,Monday,April,Active,0.5126183403203864,0.0,0.2563091701601932
1624580081,2016-04-05,1335,0.870000004768372,0.870000004768372,0.0,0.0,0.0,0.870000004768372,0.0,0,0,74,1366,1308,Tuesday,April,Sedentary,0.03706377189816486,0.0,0.01853188594908243
1624580081,2016-04-06,1004,0.649999976158142,0.649999976158142,0.0,0.0,0.0,0.649999976158142,0.0,0,0,55,1385,1276,Wednesday,April,Sedentary,0.027874177517421363,0.0,0.013937088758710681
1624580081,2016-04-07,1111,0.720000028610229,0.720000028610229,0.0,0.0,0.0,0.720000028610229,0.0,0,0,54,1386,1278,Thursday,April,Sedentary,0.03084483189427802,0.0,0.01542241594713901
1624580081,2016-04-08,6344,4.11999988555908,4.11999988555908,0.0,0.0,0.0,4.09999990463257,0.0,0,0,143,1297,1409,Friday,April,Moderately Active,0.17612926511008078,0.0,0.08806463255504039
1624580081,2016-04-09,3572,2.3199999332428,2.3199999332428,0.0,0.0,0.0,2.28999996185303,0.0299999993294477,0,0,122,1318,1370,Saturday,April,Sedentary,0.09916988256198117,0.0,0.049584941280990585
1624580081,2016-04-10,3910,2.53999996185303,2.53999996185303,0.0,0.469999998807907,0.25,1.80999994277954,0.0099999997764825,7,7,186,1240,1555,Sunday,April,Sedentary,0.10855381881784613,0.03333333333333333,0.07094357607558974
1624580081,2016-04-11,10000,6.5,6.5,0.0,0.0,0.0,6.5,0.0,0,0,172,1268,1469,Monday,April,Active,0.27763125017351953,0.0,0.13881562508675976
1624580081,2016-04-12,6627,4.30999994277954,4.30999994277954,0.0,0.0,0.0,4.30999994277954,0.0,0,0,89,604,706,Tuesday,April,Moderately Active,0.18398622948999138,0.0,0.09199311474499569
1644430081,2016-04-01,4636,3.41000008583069,3.41000008583069,0.0,0.0,0.779999971389771,2.59999990463257,0.0299999993294477,0,16,586,838,3323,Friday,April,Sedentary,0.12870984758044365,0.0,0.06435492379022183
1644430081,2016-04-02,20237,14.710000038147,14.710000038147,0.0,2.5699999332428,6.40000009536743,5.73000001907349,0.0099999997764825,34,141,347,918,4029,Saturday,April,Active,0.5618423609761515,0.1619047619047619,0.3618735614404567
1644430081,2016-04-03,12912,9.40999984741211,9.40999984741211,0.0,4.82999992370605,0.769999980926514,3.78999996185303,0.0299999993294477,59,16,283,1082,3436,Sunday,April,Active,0.3584774702240484,0.28095238095238095,0.3197149255882147
1644430081,2016-04-04,2819,2.04999995231628,2.04999995231628,0.0,0.310000002384186,0.170000001788139,1.55999994277954,0.0099999997764825,4,4,87,1345,2444,Monday,April,Sedentary,0.07826424942391516,0.01904761904761905,0.048655934235767105
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,0.0,0.340000003576279,1.51999998092651,5.3600001335144,0.0,5,35,219,1181,3098,Tuesday,April,Moderately Active,0.2754379632971487,0.023809523809523808,0.14962374355333624
1644430081,2016-04-06,8046,5.84999990463257,5.84999990463257,0.0,1.28999996185303,2.11999988555908,2.45000004768372,0.0,18,41,137,1244,2925,Wednesday,April,Moderately Active,0.22338210388961383,0.08571428571428572,0.15454819480194976
1644430081,2016-04-07,11166,8.11999988555908,8.11999988555908,0.0,0.209999993443489,2.41000008583069,5.5,0.0,3,58,230,1149,3202,Thursday,April,Active,0.3100030539437519,0.014285714285714285,0.1621443841147331
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,0.0,0.479999989271164,2.41000008583069,2.80999994277954,0.0,7,43,161,1229,2928,Friday,April,Moderately Active,0.21771842638607403,0.03333333333333333,0.12552587985970368
1644430081,2016-04-09,13840,10.0600004196167,10.0600004196167,0.0,1.30999994277954,3.72000002861023,5.03000020980835,0.0,18,81,192,1149,3290,Saturday,April,Active,0.38424165024015106,0.08571428571428572,0.23497796797721837
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.970000028610229,0.0,0,0,35,207,489,Sunday,April,Sedentary,0.036897193148060746,0.0,0.018448596574030373
